text,富强,民主,文明,和谐,自由,平等,公正,法治,爱国,敬业,诚信,友善
国家副主席王岐山12日在中南海会见马来西亚外长赛夫丁。王岐山表示，中马友好交往历时千年，近年来，两国全面战略伙伴关系深入发展，为两国人民带来实实在在的利益。任何民族实现强盛都要经过艰苦漫长的过程，付出相应的代价。新中国成立70年来，中华民族实现了站起来、富起来，到真正实现强起来，依然需要长期上下求索、不懈奋斗。只有看清来路、放眼长远，通过历史文化哲学的思考，才能正确认知当今世界确定中的不确定性，作出智慧的选择，从而把握机遇，克服挑战。赛夫丁表示，马中友好是双边关系主旋律，马方高度重视发展对华关系，坚定支持并积极参与共建“一带一路”。马方反对贸易战，愿继续扩大马中经贸、人文等各领域合作，并为推动东盟—中国关系发展发挥积极作用。,1,0,0,1,0,0,0,0,0,0,0,0
国家副主席王岐山16日在中南海会见了由党主席斯齐亚沃尼率领的阿根廷共和国方案党干部考察团。王岐山表示，中阿同为重要新兴市场国家和二十国集团成员，两国关系发展顺利。近年来习近平主席同马克里总统三次会晤，就新时期深化中阿全面战略伙伴关系作出顶层设计，为两国关系发展指引了方向。政治互信是两国关系发展的基础，政党交流是两国关系的重要组成部分。中国共产党愿同阿根廷共和国方案党建立新型政党关系，互学互鉴，为促进中阿关系更好发展发挥重要作用。斯齐亚沃尼表示，中国共产党领导中国所取得的巨大成就是近代历史上最伟大的变革之一。阿方高度重视阿中关系，希望提升双方合作质量。阿根廷共和国方案党愿借鉴中方发展经验，加强两党交流合作。,0,0,1,1,0,0,0,0,1,0,0,0
国家副主席王岐山27日在钓鱼台国宾馆会见巴基斯坦总理伊姆兰·汗。王岐山表示，巴基斯坦是中国唯一的全天候战略合作伙伴，双方友谊基础深厚，政治互信牢固，高层往来密切，合作领域广阔，“一带一路”的重大先行先试项目中巴经济走廊取得了重要早期收获。第二届“一带一路”国际合作高峰论坛成功举行，为各国发展繁荣提供了新机遇。中巴关系始终是中国周边外交优先方向，希望双方继续落实好两国领导人共识，加强全方位合作和文明交流互鉴，让新时代中巴关系不断走深走实。伊姆兰·汗表示，祝贺第二届高峰论坛取得成功。“一带一路”倡议领域宽广，规模与影响巨大，巴方愿与中方携手建设好中巴经济走廊这个“一带一路”重要项目，推动巴中关系不断迈上新台阶。,0,0,1,1,0,0,0,0,0,0,0,0
国家能源局近日印发《关于2020年风电、光伏发电项目建设有关事项的通知》，要求积极推进平价上网项目、有序推进需国家财政补贴项目、全面落实电力送出消纳条件、严格项目开发建设信息监测。据了解，2020年度新建光伏发电项目补贴预算总额度为15亿元，其中，5亿元用于户用光伏10亿元用于补贴竞价项目。中国光伏行业协会副理事长王勃华认为，虽然目前光伏国内市场一定程度上受到疫情影响，但疫情得到有效控制后，光伏市场将有序恢复，并正常开展各项工作。在王勃华看来，随着光伏发电在各领域应用的逐步深入，“光伏+制氢”“光伏+5G通信”“光伏+新能源汽车”“光伏+建筑”等应用将进一步多样化。风电项目建设方面，《通知》提到，积极支持分散式风电项目建设，稳妥推进海上风电项目建设，并网容量、开工规模已超出相关规划目标的省份暂停海上风电项目竞争性配置和核准工作，合理把握节奏和时序，有序组织建设。据介绍，截至2019年底，我国风电、光伏发电累计并网装机容量分别达到2.1亿千瓦、2.04亿千瓦。,1,0,0,1,0,0,0,0,0,0,0,0
国家统计局9日发布的7月份全国居民消费价格指数（CPI）和工业生产者出厂价格指数（PPI）数据显示，CPI同比上涨2.1%，涨幅比上月扩大0.2个百分点；PPI同比上涨4.6%，比上月降低0.1个百分点。价格运行总体较为平稳。7月CPI环比由降转升，上涨0.3%，主要受非食品价格上涨影响。非食品价格上涨0.3%，涨幅比上月扩大0.2个百分点，影响CPI上涨约0.28个百分点。据分析，暑假出行高峰，需求增加，飞机票、旅游和宾馆住宿价格分别上涨14.5%、7.9%和2.2%，三项合计影响CPI上涨约0.19个百分点，是CPI上涨的主要原因。,1,0,0,0,0,0,0,0,0,0,0,0
国家图书馆（国家典籍博物馆）和中国邮政集团公司日前联合发行了《诗经》特种邮票。此次发行的邮票1套6枚，面值8.9元，设计者为中国画学会副会长高云。《诗经》特种邮票采用套票版张设计形式，选取了《周南·关雎》《秦风·蒹葭》《秦风·无衣》《小雅·鹿鸣》《小雅·鹤鸣》等代表诗篇，并于套票版张边饰上印有其中的名句。本次首发式还发布了《从〈诗经〉到〈红楼梦〉》多媒体邮册。《诗经》特种邮票运用了许多新技术手段。扫描邮票边饰二维码，或者与天猫精灵智能音箱互动，可欣赏来源于人民日报出版社《诗经风物图典》的《诗经》全文诵读音频。借助天猫精灵APP，扫描《从〈诗经〉到〈红楼梦〉》多媒体邮册，即可实现虚拟参观展厅、聆听专业解说等功能。为了更好地展现《诗经》的魅力，国家典籍博物馆对正在举办的展览“从《诗经》到《红楼梦》——那些年我们读过的经典”中部分展品做出了调整，展出近20种与《诗经》相关的中外文典籍以及中国邮政发行的部分古代文学主题邮票。,0,0,1,0,0,0,0,0,0,0,0,0
国家外汇管理局7日发布的数据显示：截至3月末，我国外汇储备规模为30988亿美元，较2月末上升86亿美元，升幅为0.3%。国家外汇管理局新闻发言人、总经济师王春英分析说，3月，主要受中美经贸谈判、欧美央行货币政策预期调整、英国退欧不确定性等多重因素影响，美元指数小幅上升，但金融资产价格也有所上涨，汇率折算和资产价格变动等因素综合作用，外汇储备规模小幅上升。今年以来，尽管外部环境不平衡、不确定因素较多，但我国经济延续了总体平稳、稳中有进的发展态势，向好的趋势逐步显现。我国外汇市场运行更趋平稳，主要渠道跨境资金流动状况进一步改善，为外汇储备规模稳定提供了坚实基础。往前看，全球政治经济形势错综复杂，不确定性有所上升，经济增长面临下行压力，金融资产价格仍处高位，国际金融市场波动性可能加大。但我国经济运行将保持在合理区间，随着人民币汇率弹性增强，汇率“自动稳定器”功能逐渐显现，总体有利于我国外汇储备规模保持稳定。,1,0,0,0,0,0,0,0,0,0,0,0
国家外汇管理局新闻发言人、总经济师王春英10日表示，总体看，一季度我国国际收支保持基本平衡，经常账户顺差，直接投资和证券投资持续净流入，储备资产稳定增加，未来国际收支总体平衡的基础依然坚实。一季度，经常账户顺差586亿美元，其中，国际收支口径的货物贸易顺差945亿美元，同比增长83%。服务贸易逆差634亿美元，同比降14%。直接投资净流入214亿美元，主要是来华直接投资净流入440亿美元，我国对外直接投资净流出226亿美元。另据不完全统计，一季度，我国证券投资项下净流入约150亿美元，同比继续增长。我国储备资产因国际收支交易（不含汇率、价格等非交易因素影响）增加100亿美元，其中，外汇储备增加100亿美元。,1,0,0,0,0,0,0,0,0,0,0,0
国家卫健委日前出台《医疗机构投诉管理办法》，自4月10日起施行。《办法》规定，医患沟通中有关诊疗情况的重要内容应当及时、完整、准确记入病历，并由患者签字确认。医疗机构投诉实行“首诉负责制”。《办法》称，医疗机构主要负责人是医疗机构投诉管理的第一责任人。二级以上医疗机构应当设置医患关系办公室或者指定部门统一承担投诉管理工作。医疗机构投诉实行“首诉负责制”，患者向有关部门、科室投诉的，接待投诉的部门、科室工作人员应当热情接待。对于能够当场协调处理的，应当尽量当场协调解决；对于无法当场协调处理的，接待的部门或者科室应当主动将患者引导到投诉管理部门，不得推诿、搪塞。医疗机构投诉管理部门应当及时处理投诉，能够当场核查处理的，应当及时查明情况；确有差错的，立即纠正，并当场向患者告知或出具处理意见。本版制图：蔡华伟,0,0,0,1,0,0,1,1,0,0,0,0
国家药品监督管理局日前发布公告，转移性结直肠癌治疗药物呋喹替尼胶囊（爱优特）获国家药品监督管理局批准上市。该胶囊为境内外均未上市的创新药，通过我国的优先审评审批程序获准上市。呋喹替尼胶囊诞生于上海张江实验室，完全由国内本土研发，历时12年，投资超过15亿元。该胶囊为转移性结直肠癌患者提供了新的治疗途径，可以显著延长接受过至少两次化疗方案但仍发生疾病进展的晚期结直肠癌患者的生存期，是治疗晚期结直肠癌的抗癌新药。结直肠癌是全球常见高发恶性肿瘤之一。在我国，其癌症发病率及死亡率均排在第五位，目前每年新发病例数超过37万，并呈持续上升趋势，而且其中近一半患者首诊即为晚期或由于手术后复发转移进入晚期疾病状态。,1,0,0,0,0,0,1,0,0,1,0,0
国家医保局召开新闻发布会，介绍2023年国家基本医疗保险、工伤保险、生育保险药品目录调整结果。本次调整，共有126个药品新增进入国家医保药品目录，1个药品被调出目录。本次调整中，国家医保局进一步完善规则、规范程序，目录调整的科学性、规范性、透明度以及精细化水平等进一步提升。牢牢把握“保基本”的功能定位，将基金承受能力作为必须坚守的“底线”，着力满足广大参保人基本用药需求；完善续约规则，初步建立基本覆盖新药全生命周期的支付标准形成机制，加大对医药创新的支持力度。同时，本次调整在确保基金安全的基础上，继续适当放宽部分目录内品种的支付范围，药品可及性和用药公平性得到进一步提升。国家医保局成立以来，已连续6年开展国家医保药品目录调整工作，累计将744个药品新增进入国家医保药品目录，同时将一批疗效不确切、临床易滥用的或被淘汰的药品调出目录，引领药品使用端发生深刻变化。中国药学会相关统计结果显示，自2018年以来，医保药品在医疗机构药品使用占比逐年上升，主导地位进一步巩固，临床用药合理性得到积极改善。同时，创新药进入医保速度明显加快，常用药品价格水平显著下降，重大疾病和特殊人群用药保障水平大幅提升，显著降低了群众用药负担。新版国家医保药品目录以及国家医保谈判药品配备情况，可以在国家医保局微信公众号、国家医保局官方网站查询。,0,0,0,1,0,0,1,0,0,0,0,0
国家主席习近平16日在人民大会堂会见新西兰前总理约翰·基。习近平指出，当前国际形势正在经历深刻复杂变化。新形势下，中国对外合作的意愿不是减弱了，而是更加强了。中国坚持和平发展，中国开放的大门必将越开越大。欢迎世界各国包括各国企业抓住中国发展机遇，更好实现互利共赢。习近平表示，约翰·基先生担任总理期间，为推动中新关系发展作出积极贡献，希望你继续为增进两国人民友好合作添砖加瓦。约翰·基热烈祝贺中华人民共和国成立70周年，表示中方的庆祝活动宏伟壮观，令人赞叹。中国的发展是世界的机遇。历史终将证明习近平主席的远见卓识和卓越领导力，相信习近平主席提出的“一带一路”倡议必将取得成功。我愿意继续为增进新中之间的相互了解与合作发挥积极作用。王毅参加会见。,0,0,0,1,0,0,0,0,0,0,0,0
国家主席习近平18日下午在中南海瀛台会见来京述职的澳门特别行政区行政长官贺一诚，听取他对澳门当前形势和特别行政区政府工作情况的汇报。习近平表示，一年来，贺一诚行政长官带领特别行政区政府，认真履职、务实有为，顺利完成澳门维护国家安全法修改，有序推进行政长官选举法和立法会选举法修改工作，加强对博彩业依法管理，编制澳门历史上首个全面系统的多元发展规划，推进横琴粤澳深度合作区建设取得新成效，持续扩大对外交流合作，澳门经济快速复苏，社会保持和谐稳定。中央对贺一诚行政长官和特别行政区政府的工作是充分肯定的。习近平强调，新时代新征程，我们正以中国式现代化全面推进强国建设、民族复兴伟业。中央将一如既往全面准确、坚定不移贯彻“一国两制”方针，全面落实“爱国者治澳”原则，全力支持行政长官和特别行政区政府团结带领社会各界，抓住国家发展带来的历史机遇，不断推进具有澳门特色的“一国两制”成功实践，以新的发展成果迎接澳门回归祖国25周年。,0,0,0,1,0,0,0,1,1,0,0,0
国家主席习近平18日下午在中南海瀛台会见来京述职的香港特别行政区行政长官李家超，听取他对香港当前形势和特别行政区政府工作情况的汇报。习近平表示，一年来，李家超行政长官带领特别行政区政府，敢于担当、善作善成，坚定维护国家安全，重塑香港区议会制度，顺利完成区议会换届选举，推动香港走出疫情、迎来整体性复苏，保持香港的独特地位和优势，不断增强发展动能，努力解决民众急难愁盼问题，巩固了由乱到治的大势，促进香港迈向由治及兴。中央对李家超行政长官和特别行政区政府的工作是充分肯定的。习近平强调，新时代新征程，我们正以中国式现代化全面推进强国建设、民族复兴伟业。,0,0,0,1,0,0,0,1,1,0,0,0
国家主席习近平18日在人民大会堂会见来华出席夏季达沃斯论坛的萨摩亚总理图伊拉埃帕。习近平赞赏图伊拉埃帕为推动中萨关系发展所作贡献。习近平指出，萨摩亚是最早同中国建交的太平洋岛国之一。中方珍视中萨传统友谊，赞赏萨方长期坚定奉行一个中国原则，将继续支持萨摩亚发展经济、改善民生，在国际和地区事务中维护萨摩亚及其他南太平洋岛国正当利益。中方愿同萨方以共建“一带一路”为契机，拓展各领域务实合作。中方理解并高度重视萨摩亚等太平洋岛国在气候变化问题上的特殊关切，愿同萨方和国际社会一道，积极推进全球应对气候变化进程。图伊拉埃帕表示，萨中建交43年来，两国在一个中国原则基础上发展起相互信任、友好的紧密关系。萨方珍视同中方关系，支持“一带一路”倡议，愿在这一重要框架内拓展两国在经贸、投资、旅游等领域合作，密切人文交流。萨方赞赏中方在应对气候变化方面的引领作用，愿加强双方在多边事务中合作。杨洁篪、王毅等参加会见。,1,0,0,1,0,0,0,0,0,0,0,0
国家主席习近平25日在人民大会堂会见印度尼西亚副总统卡拉。习近平接收卡拉转交的印尼总统佐科亲笔信，并请卡拉转达对佐科总统的诚挚问候。习近平指出，21世纪海上丝绸之路就是我在访问印尼时提出的。近年来两国以共建“一带一路”为契机，双边关系取得新进展，各领域合作成效显著。双方要继续弘扬睦邻友好，在涉及彼此核心利益和重大关切问题上相互支持，把握好两国关系的正确航向。共建“一带一路”和“全球海洋支点”对接是新时期两国合作总纲。双方要尽快明确重点合作领域和方向，落实好雅万高铁等重点合作项目。我提出构建相互尊重、公平正义、合作共赢的新型国际关系，目的是对当今世界存在的问题给出中国方案，这同64年前中印尼共同倡导的“万隆会议十项原则”一脉相承。双方要密切沟通协调，共同维护发展中国家正当权益，携手共建人类命运共同体。卡拉转达了佐科总统对习近平的热情问候。卡拉表示，印尼是“一带一路”国际合作的重要伙伴，愿同中国加强贸易、投资、教育等交流合作，开展好“区域综合经济走廊”建设，以助力印尼的工业化进程。印尼愿同中方一道，坚定维护多边主义，共同促进世界和地区的和平、稳定与繁荣。丁薛祥、杨洁篪、王毅、何立峰参加会见。,0,0,0,1,0,0,1,0,0,0,0,0
国家主席习近平26日在南非约翰内斯堡会见巴西总统特梅尔。习近平指出，中巴关系建立在相互尊重、平等相待、互利共赢的原则基础之上，是成熟活跃的发展中大国关系。当前形势下，中巴作为东西半球最大发展中国家和新兴市场国家，要加强团结协作，争取共同发展，为各自地区和世界稳定繁荣贡献更多正能量。习近平强调，中巴双方要加强对两国各领域交流合作的引领和协调，促进贸易自由化便利化，推动双边贸易高质量增长，积极探讨“一带一路”倡议同巴西“投资伙伴计划”等发展规划对接，推进标志性项目，拓展创新合作，密切人文交流。中方愿同巴方携手推进中拉整体合作，推动中国同葡萄牙语国家经贸合作迈上新台阶。中方支持巴方办好下届金砖国家领导人会晤。特梅尔表示，巴中全面战略伙伴关系是牢固而互惠的。巴方高度重视“一带一路”倡议，愿深化两国贸易、投资、基础设施建设、能源等领域合作。作为重要发展中大国，巴中应该密切在国际和地区事务中的沟通和协调，促进金砖国家团结合作，维护发展中国家共同利益。巴方愿为拉中关系发展作出积极贡献。丁薛祥、杨洁篪、王毅、何立峰等参加会见。,0,0,0,1,0,1,0,0,0,0,0,0
国庆假期，只想着回老家河南鹿邑喝一碗儿时的油茶。已经很多年不喝油茶了，很想念那个味道。那天，起个大早，来到老家大街的油茶摊前，不少人在旁边驻足等着。摊主从厚厚的棉布包裹着的油茶桶里，倒出一碗碗热气腾腾的油茶，接过来的人满脸笑容，一边和旁边的人唠着嗑，一边喝得畅快。卖油茶的还是三十多年前街东头姓尹的人家，记忆里他的样子一直没变。碗里的油茶，浓稠适宜，店主自家用小麦面“醒制”成的面筋，透着细细的孔，松松软软地漂着。薄薄细细的豆腐皮在汤里密密“游弋”，花生碎和黑芝麻随意地撒着，我迫不及待地喝了一口，还是老味道，顺滑绵密，透着醇香，这醇香仿佛从儿时飘来，带我回到往昔的岁月……我读小学时，每天五点多钟就要起床，头发都顾不上梳，更来不及坐下来吃早饭。母亲有时会给我一两角钱让我喝点油茶，垫垫肚子。我和一道上学的同学常常合买一碗，一人喝半碗，但油茶师傅每次都会把油茶盛得特别满，跟一碗差不多。喝过油茶的我们蹦蹦跳跳地去上学，好像一个早晨身上都有油茶的香味。冬天的早晨，喝一碗热腾腾的油茶，是童年的美好记忆。清晰记得，雪花纷飞的早晨，我在母亲的催促下，穿上棉衣棉裤，背起书包，披上冰凉的雨衣，把积雪踩得咯吱咯吱响。我来到油茶摊前，要一碗油茶。大街上静悄悄的，只有几家卖油茶、包子、肉合的在吆喝着买卖。油茶师傅把油茶递到我手上，嘱咐道：“捧着碗喝就不冷了。”,0,0,1,1,0,0,0,0,0,0,0,1
国务委员谌贻琴13日在北京会见即将出征第三十三届夏季奥运会的中国体育代表团，向代表团全体人员致以诚挚慰问和良好祝愿。她强调，要牢记习近平总书记殷殷嘱托和厚望，切实增强使命感责任感荣誉感，全力以赴、顽强拼搏，为国而战、为国争光，圆满完成巴黎奥运会参赛任务，向祖国和人民交上一份优异的答卷。谌贻琴强调，要厚植家国情怀，以高水平的思想境界、竞技成绩、精神风貌、对外交流，充分展现新时代体育健儿的朝气、勇气、志气，在奥运会赛场上很好发挥技战术水平，敢打敢拼、追求卓越、再创辉煌。大力弘扬中华体育精神和奥林匹克精神，维护良好赛风赛纪，努力夺取运动成绩和精神文明双丰收，以出色表现向祖国75周年华诞献礼，为全面推进强国建设、民族复兴伟业贡献体育力量。第三十三届夏季奥运会将于7月26日至8月11日在法国巴黎举行。中国体育代表团由716人组成，其中运动员405人，将参加30个大项236个小项的角逐，是境外参加的历届奥运会中参赛小项最多的一届。,0,0,1,0,0,0,0,0,1,1,0,0
国务委员谌贻琴近日在广东调研就业和基本民生保障服务工作。她强调，要深入贯彻习近平总书记重要指示精神，认真落实党中央、国务院决策部署，扎实做好岁末年初就业服务和基本民生保障工作。4日至5日，谌贻琴先后来到广东省广州市、清远市，深入企业、社区和就业、民生服务机构，调研企业用工、基层就业创业服务、支持港澳青年就业创业、劳动权益保障和基层社会救助、社区养老服务等情况。谌贻琴指出，要针对岁末年初就业形势特点，强化就业优先导向，落实落细就业支持政策，支持企业稳定和扩大就业岗位。不断优化就业创业服务，加大职业技能培训力度，切实抓好高校毕业生、退役军人、农民工等重点群体就业工作。着力加强灵活就业人员和新就业形态劳动者权益保障，维护好他们的合法权益。要发挥就业促进机制作用，形成政府、企业、人力资源服务机构、社会组织等各方面支持稳就业扩就业的强大合力。谌贻琴强调，要坚持底线思维，加强基本民生兜底保障，统筹救助资源、提升服务能力，提高分层分类社会救助精准性有效性。要加快推进居家社区养老服务网络建设，因地制宜发展老年助餐服务，让广大老年人安享幸福晚年。,0,0,0,1,0,0,1,0,0,0,0,0
国务委员兼国防部长魏凤和15日同马来西亚国防部长伊斯梅尔·萨布里·雅各布通电话。魏凤和说，以习近平同志为核心的党中央总揽全局、协调各方、科学防治、精准施策，中国疫情防控阻击战取得重大战略成果，为全球疫情防控作出重大贡献。个别国家政客借疫情对中国污蔑抹黑，严重违背国际道义，破坏国际抗疫大局。中马两军在抓好疫情防控的同时，要积极推进各领域务实合作，共同维护地区和平稳定。伊斯梅尔·萨布里·雅各布说，马来西亚对中方抗疫成果表示钦佩和祝贺，感谢中国政府和军队提供抗疫援助和支持。马新一届政府高度重视马中关系，愿同中方提升包括防务合作在内的各领域合作水平，推动两国两军关系不断发展。,0,0,0,1,0,0,0,0,1,0,0,0
国务委员兼外长王毅1月30日在第十六届“北京—东京论坛”开幕式上发表视频致辞。王毅说，新冠肺炎疫情让世界各国深刻感受到人类是命运相连的共同体，也让中日两国人民的传统友好再次得到彰显。民间友好始终是中日关系发展的重要基石。但目前两国民众感情出现反差，值得我们重视和深思。王毅强调，在信息化、智能化的新时代，大众和社交媒体对两国民众的相互认知和感情互动产生着重要作用，也承担着特殊责任。他建议两国媒体一是追求真实，在报道对方国家时应将实际情况完整展现。二是传递善意，应跨越两国社会制度和理念的不同和差异，以更加包容和友善的态度，推动两国人民更好相互了解，更多相互认知。三是共创未来，希望两国媒体登高望远，着眼未来，聚集中日合作的正能量，展示亚洲及世界发展的新愿景。,0,0,0,1,0,0,0,0,0,0,1,1
国务委员王勇24日在曼谷与泰国副总理颂奇共同主持召开中泰经贸联委会第六次会议。王勇表示，去年习近平主席与巴育总理两次会晤，为两国关系发展指明新方向。双方应以此为指引，认真落实两国领导人达成的重要共识，加强“一带一路”框架下发展战略对接，推动两国各领域务实合作向更大规模、更宽领域、更深层次拓展。颂奇表示，泰方高度重视深化两国经贸合作，愿借鉴中国发展经验，加强“东部经济走廊”与“一带一路”建设衔接，为中方企业赴泰投资提供便利，支持泰方企业积极参加首届中国国际进口博览会。双方一致认为，新形势下两国应共同反对单边主义和贸易保护主义，推动贸易投资自由化便利化。双方围绕经济发展战略对接，加强贸易投资、互联互通、农业、科技、航天、旅游、金融等领域合作开展广泛而深入的交流探讨，达成多项成果。会后，双方签署会议纪要及多份合作文件。在泰期间，王勇还出席了2018中泰经贸合作论坛，并考察泰国“东部经济走廊”规划建设情况。,1,0,0,1,0,0,0,0,0,0,0,0
国务院联防联控机制3日召开新闻发布会，介绍农贸市场防疫与监管相关工作情况并答记者问。国家卫生健康委疾控局一级巡视员贺青华在会上说，当前，农贸市场要在环境、物品、人员等方面加强疫情防控。农贸市场要做好工作人员的健康检测；要完善农贸市场环境卫生设施，加强室内空气流通，合理使用空调，规范厕所使用、垃圾收集，加强给排水、洗手等设施设备的日常管理；农贸市场的公共区域要由专人负责卫生、货物运输、保洁用品的消毒、清洁工作；要对产品进行分类管理，建立产品溯源制度，落实进货查验制度，禁止采购无合法来源的产品。国家市场监督管理总局市场稽查专员陈谞介绍，市场监管总局将以北京新发地市场为警戒，切实加强农贸市场等重点场所食品安全监管。要严格落实进货查验，确保销售产品来源可查、去向可追；加强监督检查和产品抽检，对无法提供检验检疫合格证明的畜禽肉类和无法提供产地证明、购货凭证的水产品一律禁售；严厉打击野生动物非法交易，禁止食用野生动物，限制活禽交易和宰杀，鼓励有条件的地方推广活禽集中宰杀，逐步取消活禽市场交易。截至6月中旬，全国市场监管部门累计查办野生动物违规交易案件450件，共检查农贸市场等各类经营场所1772.6万个次。,0,0,0,1,0,0,1,1,0,0,0,0
国务院总理李克强9月19日下午在天津迎宾馆会见来华出席夏季达沃斯论坛的爱沙尼亚总统卡柳莱德。李克强首先祝贺爱沙尼亚宣布独立100周年，并表示，中爱关系持续健康稳定发展符合两国人民利益。昨天，习近平主席同总统女士举行会见，为双边关系发展注入新动力。中方愿同爱方在坚持相互尊重、平等相待、包容互鉴基础上发展关系，开展合作。李克强指出，双方要加强发展战略对接，利用“16+1合作”平台，发挥爱沙尼亚的地理优势，在互联互通合作、油气能源、木材加工等领域进行合作。鼓励双方企业开展电子商务合作，共同打造有利于企业生产和民众消费的平台。深化教育、旅游合作，开展更多高质量人文交流活动。卡柳莱德表示，爱中关系稳定发展，对话沟通密切。爱方希望加强同中国在能源、木材、农业、交通基础设施等领域合作，深化“16+1合作”框架内合作，促进地区互联互通。爱人民对中国文化的兴趣越来越浓厚，愿同中方加强文化、旅游等人文交流与合作。李鸿忠、王毅、肖捷、何立峰参加会见。,0,0,1,1,0,0,0,0,0,0,0,0
国务院总理李强7月10日上午在北京人民大会堂同来华进行正式访问的孟加拉国总理哈西娜举行会谈。李强表示，中孟建交近半个世纪以来，始终相互尊重、相互支持，双边关系平稳健康发展，各领域合作扎实推进，有力提升了两国人民福祉。习近平主席将同总理女士举行会晤，必将为中孟关系进一步发展注入新的动力。中方愿同孟方一道落实好两国领导人重要共识，赓续传统友谊，深化互利合作，推动中孟战略合作伙伴关系取得更多务实成果。李强指出，中方将始终把发展对孟关系置于周边外交优先方向，同孟方在涉及彼此核心利益和重大关切问题上深化相互理解、坚定相互支持。中方愿同孟方深入对接发展战略，加快推进高质量共建“一带一路”，支持孟南部一体化开发，加强基础设施建设合作，推动贸易优化平衡发展，深化新能源、数字经济、产业园区等领域合作，促进文化、旅游、青年、地方等交流，为两国各自现代化建设增添更多助力。中方支持中国企业同孟方加强产业投资合作，携手提升产业链供应链韧性和安全水平，希望孟方为中国企业在孟经营提供良好环境。中方愿同孟方加强多边领域沟通协调，反对霸权主义和强权政治，更好维护国际公平正义和发展中国家共同利益。,0,0,0,1,0,0,1,0,0,0,0,0
国资委确定今年央企经营目标国资委党委书记、主任郝鹏表示，今年以来，中央企业积极应对复杂形势，采取了一系列扎实有效措施，经济效益总体保持稳定增长，运营质量持续提升，国际化经营稳步推进，党的建设明显加强，为完成全年任务打下了良好基础。来自财政部的数据显示，今年1—5月，中央企业利润总额达9565.8亿元，同比增长9.2%。（张金子）超大直径盾构机“振兴号”下线“振兴号”将应用于南京市和燕路过江通道工程，穿越岩溶地质和断裂带。该过江通道全长2976米，施工水压达0.79兆帕，是目前国内在建穿越长江最复杂、最困难的大直径隧道。为此，“振兴号”采用了自主技术和多项国产核心零部件，其刀盘直径达15.03米，总长135米，总重量达4000吨，采用了国际领先的全智能化管片拼装系统、智慧化远程安全监控管理系统、绿色环保管路延长装置、泥水分层逆洗循环技术等。（任明朝）版式设计：郭?祥,1,0,0,0,0,0,0,0,0,0,0,0
过去两年，在保持了多年的高速发展后，我国电影也一度放缓了增速，有人开始担心，我国电影是否触到了“天花板”；也有人担忧，我国电影市场会不会“养大了羊，招来了狼”，将庞大的市场拱手让人……这些问题的答案都随着我国电影的发展渐次揭晓。得益于我国电影整体质量的提升，国产电影类型不断丰富，观众的满意度日益提高。《厉害了，我的国》《红海行动》《唐人街探案2》《捉妖记2》《熊出没·变形记》……囊括了纪实、奇幻、喜剧、动画及战争等类型的国产影片，在今年第一季度营造出的幸福、欢乐、浪漫和激情，充实了观众的获得感。一季度我国电影市场的表现足以证明，我国电影产业的发展并没有因为之前增速的减缓而跌入低谷。尤其是当春节与团聚相遇，团聚与电影结合，电影市场释放出的活力不仅在于票房漂亮，更在于观众对国产电影讲述的中国故事的热忱，国人的文化自信和民族自豪感在电影市场上尽情抒发。今天，我国已是推动世界电影未来发展的重要引擎。这背后，是我国电影产业化改革10余年筚路蓝缕的跋涉和积淀，更是一个东方大国民族文化复兴的缩影。,0,0,1,0,0,0,0,0,1,0,0,0
还记得年少时，每到一个节气，母亲就会告诉我该吃什么要穿什么，把二十四节气作为生活指南贯穿日常。二十四节气凝结着中国古人观候知节、见微知著的生活智慧，蕴含着中华民族天人合一、顺时而动的哲学思想。如何用音乐语言把节气文化展现在当代舞台上？我们在一次次的采风、研讨中找准作品的基调和定位。惊蛰“春雷动”、立秋“摇篮曲”、冬至“饺子宴”……最终呈现给观众的交响套曲音乐会，将二十四节气的物候之景和民俗之乐娓娓道来。交响乐的恢弘厚重、传统民乐的色彩斑斓、流行乐的时尚动感、歌唱家的深情吟唱，带来如梦似幻的乐章。我们用世界通用的音乐语言传播中国特色的节气文化，表达的不仅是对自然时序的深沉敬意，更是对中华优秀传统文化的真诚礼赞。希望用静水流深的中华文化，滋养当代人的心灵。中华优秀传统文化有着说不尽的故事、写不完的旋律。针对莫高窟这一艺术瑰宝，我们在2018年成功推出了民族交响歌剧《莫高窟》，以丝绸之路为背景，以敦煌壁画为题材，通过小人物悲欢离合的爱情故事表现宏大的时代主题——只有国家安定，才有人民的幸福。这部作品既借鉴西方歌剧的表现形式，又融合交响乐和民族音乐要素。我们希望以这样兼容并蓄的音乐风格让观众身临历史之境，感受文化精神的传承。,0,0,1,0,0,0,0,0,1,0,0,0
还有读者提出，网络诚信建设应是一项人人参与、多元共治的系统工程，除了有关部门依法有效管理、企业充分履行主体责任，网民的自律同样重要。山西读者吴俊宏认为，网络上的交流、交易具有隐匿性和跨地域性，比起面对面的线下，无论商家还是个人在网络上都更容易放松自我约束。“应该坚持惩戒与教育并举，在严密制度约束的同时，通过正反两方面的教育，着力提升全社会的诚信意识。让守信成为每一个网络参与主体的行为自觉，才是网络诚信建设的根本之道。”吴俊宏说。,0,0,0,0,0,0,0,0,0,0,1,0
